time,open,high,low,close,volume
2012-11-14,1724.9700,1734.0000,1720.6800,1726.7200,157114
2012-11-15,1726.6500,1727.8600,1704.6800,1716.0500,149793
2012-11-16,1717.1600,1717.2100,1705.7500,1713.5700,152735
2012-11-19,1714.5700,1735.5000,1714.2900,1731.6300,127858
2012-11-20,1731.1000,1735.6000,1722.1100,1727.6300,138086
2012-11-21,1727.7500,1731.8400,1720.5000,1728.6000,130964
2012-11-22,1729.0300,1732.5000,1728.4300,1729.7400,66040
2012-11-23,1728.8400,1754.2800,1727.9500,1751.1300,113929
2012-11-26,1750.3500,1752.1900,1745.8600,1748.5600,137326
2012-11-27,1749.1500,1751.7100,1740.3700,1742.0100,144757
2012-11-28,1741.6500,1743.0500,1705.5900,1719.3000,172014
2012-11-29,1719.6000,1728.4800,1718.0000,1725.7000,146770
2012-11-30,1725.4500,1731.6500,1708.4300,1714.1300,152626
2012-12-03,1714.9600,1722.5100,1712.5100,1715.5300,136912
2012-12-04,1716.3100,1717.3300,1691.2100,1697.3800,176274
2012-12-05,1696.4700,1706.8600,1684.7500,1693.7400,151181
2012-12-06,1693.6800,1703.2100,1685.9000,1699.8700,157345
2012-12-07,1699.5200,1705.4700,1684.0100,1703.5900,149382
2012-12-10,1703.6800,1717.2100,1702.6100,1712.8500,100668
2012-12-11,1712.8800,1714.3100,1704.7500,1709.9100,118936
2012-12-12,1710.1100,1723.2700,1707.1100,1711.5100,161501
2012-12-13,1709.8200,1711.1200,1689.3900,1697.2200,189210
2012-12-14,1696.9300,1700.4100,1693.1800,1695.3800,133276
2012-12-17,1699.4800,1699.7800,1686.4900,1698.0100,126095
2012-12-18,1698.3600,1703.0700,1660.8700,1670.4800,161717
2012-12-19,1672.3000,1676.7200,1663.2200,1666.8300,144253
2012-12-20,1666.1500,1671.7800,1635.4800,1647.1500,151079
2012-12-21,1647.9200,1659.6100,1635.4400,1657.0400,145715
2012-12-24,1657.2200,1665.8000,1651.8100,1658.2500,74438
2012-12-26,1655.6100,1667.8900,1655.2300,1659.9600,57474
2012-12-27,1658.7400,1665.3500,1652.5400,1663.8600,90747
2012-12-28,1664.3700,1666.0800,1653.4900,1655.1600,79163
2012-12-31,1656.0200,1680.4000,1655.8200,1676.1200,65531
2013-01-02,1673.2500,1694.7700,1670.1000,1686.6100,121942
2013-01-03,1686.1200,1689.8400,1660.5600,1663.1700,127633
2013-01-04,1663.9800,1664.0900,1625.8000,1655.7500,199229
2013-01-07,1658.6000,1662.4700,1642.6700,1646.9800,146348
2013-01-08,1647.9800,1662.4100,1646.4400,1658.6500,142439
2013-01-09,1659.8600,1665.8100,1651.3400,1657.5700,129482
2013-01-10,1657.8300,1678.7700,1653.7200,1674.6800,122697
2013-01-11,1675.7100,1676.7900,1653.2600,1662.7100,133068
2013-01-14,1661.5800,1674.7000,1659.8800,1667.5900,112886
2013-01-15,1667.9000,1685.0600,1666.3300,1679.1200,141704
2013-01-16,1679.7300,1684.7600,1673.3900,1679.4100,121528
2013-01-17,1680.7200,1696.1000,1666.6900,1687.6000,141169
2013-01-18,1687.1400,1695.1700,1683.3100,1683.3100,118053
2013-01-21,1688.4800,1691.2000,1685.8100,1689.6200,70152
2013-01-22,1690.1900,1695.9900,1686.5900,1691.9300,115627
2013-01-23,1693.1000,1694.9400,1683.6200,1685.7300,105834
2013-01-24,1684.3100,1685.9800,1664.8600,1667.7700,139703
2013-01-25,1668.4100,1672.2700,1655.8700,1658.9100,138587
2013-01-28,1659.6600,1662.2900,1651.8900,1655.6700,122762
2013-01-29,1654.9400,1665.9400,1654.7300,1663.6500,110621
2013-01-30,1663.3900,1683.7400,1662.6500,1676.7100,132974
2013-01-31,1675.8500,1680.7200,1657.7700,1663.4400,137208
2013-02-01,1663.9300,1682.1100,1659.8500,1667.1100,139169
2013-02-04,1668.8000,1677.6000,1661.4800,1674.1600,125535
2013-02-05,1674.5000,1684.9700,1666.6200,1672.7400,146739
2013-02-06,1672.9100,1679.8700,1668.3100,1677.4700,122385
2013-02-07,1677.3900,1683.1600,1664.1600,1671.4000,152000
2013-02-08,1672.0900,1673.6400,1665.0300,1666.9700,131363
2013-02-11,1667.3600,1669.5400,1643.7700,1647.8400,124151
2013-02-12,1647.2900,1653.3000,1639.2100,1650.8500,139816
2013-02-13,1652.3800,1653.4600,1640.4800,1642.3500,140446
2013-02-14,1641.8600,1650.0700,1632.7900,1634.2500,152328
2013-02-15,1634.0300,1635.9900,1597.8700,1609.2300,184006
2013-02-18,1609.2200,1618.7900,1607.0300,1609.6300,115595
2013-02-19,1610.1300,1615.2000,1600.7200,1604.6500,167865
2013-02-20,1604.5500,1609.5300,1558.6500,1563.9400,260459
2013-02-21,1567.6200,1584.9800,1555.0400,1575.9100,261657
2013-02-22,1577.7300,1587.2400,1569.8500,1580.4600,195115
2013-02-25,1580.9100,1596.9900,1575.1700,1593.8300,203098
2013-02-26,1592.2200,1620.1000,1584.4400,1613.6600,262603
2013-02-27,1613.5200,1614.8300,1592.1500,1597.0500,192184
2013-02-28,1596.9600,1603.0100,1574.9900,1579.9900,213561
2013-03-01,1580.6100,1587.2800,1564.8100,1576.2300,232669
2013-03-04,1580.2000,1584.8900,1569.3800,1573.6300,174637
2013-03-05,1574.3900,1586.5100,1571.9500,1575.3000,157433
2013-03-06,1575.2800,1584.9100,1567.3900,1583.4600,162306
2013-03-07,1584.4500,1585.4600,1574.9100,1578.7600,152290
2013-03-08,1578.0800,1583.7400,1561.4100,1578.5500,186289
2013-03-11,1578.6000,1583.3900,1575.5000,1581.5900,110858
2013-03-12,1582.0100,1598.3900,1580.0200,1592.7400,124806
2013-03-13,1593.0700,1599.3500,1585.6300,1587.5400,121773
2013-03-14,1589.2300,1593.3400,1576.3100,1590.1300,131809
2013-03-15,1590.6600,1599.0800,1588.5200,1591.9500,108479
2013-03-18,1604.6200,1611.2400,1591.6700,1605.0100,158229
2013-03-19,1605.7500,1615.6000,1600.0200,1612.2300,131548
2013-03-20,1613.1700,1614.7700,1602.9000,1605.9500,118753
2013-03-21,1606.4300,1616.8400,1604.4900,1614.4900,98144
2013-03-22,1615.7600,1616.1500,1603.5200,1608.4200,97728
2013-03-25,1608.3200,1613.7900,1589.6500,1605.1400,138710
2013-03-26,1604.0800,1606.0100,1594.6100,1599.2200,104342
2013-03-27,1600.6500,1608.3500,1591.2900,1605.1100,119550
2013-03-28,1605.0100,1607.6400,1593.9700,1596.1000,115801
2013-04-01,1600.8400,1601.0400,1594.7900,1599.5000,77759
2013-04-02,1599.2800,1603.9200,1573.5900,1575.9600,120557
2013-04-03,1576.1800,1577.1400,1549.4400,1557.2000,163329
2013-04-04,1557.2600,1559.5100,1540.1200,1554.6600,181377
2013-04-05,1553.8000,1581.2500,1549.3100,1580.7900,163789
2013-04-08,1582.2400,1582.6500,1567.3500,1573.5300,110719
2013-04-09,1572.4300,1590.3800,1570.3900,1585.1900,119805
2013-04-10,1585.0100,1588.6100,1555.7000,1557.9100,160924
2013-04-11,1557.7500,1568.4000,1553.3800,1560.9900,131732
2013-04-12,1559.9500,1564.7100,1481.7500,1482.3300,272307
2013-04-15,1482.8200,1495.5700,1337.0900,1348.0000,679039
2013-04-16,1362.1700,1403.4400,1321.5400,1366.3100,455308
2013-04-17,1372.3300,1395.1200,1364.8800,1375.7400,313402
2013-04-18,1376.3300,1402.0700,1336.1400,1390.5000,297097
2013-04-19,1394.5800,1425.1100,1385.8000,1403.5300,190129
2013-04-22,1405.8800,1439.0500,1403.6000,1425.5000,241280
2013-04-23,1426.0600,1432.8400,1404.9300,1414.1600,247837
2013-04-24,1413.4200,1433.3700,1412.2300,1431.4500,204051
2013-04-25,1430.7700,1469.1900,1427.0800,1466.5200,211507
2013-04-26,1466.0700,1485.2100,1447.9100,1461.0100,272635
2013-04-29,1466.6900,1478.7600,1462.1400,1474.7700,185912
2013-04-30,1474.7800,1479.9400,1461.0000,1476.5900,181769
2013-05-01,1475.6700,1478.0700,1440.4100,1457.0200,217896
2013-05-02,1457.6500,1473.8700,1448.8400,1466.9600,198148
2013-05-03,1466.3200,1488.0800,1456.1100,1470.4500,218120
2013-05-06,1470.2100,1478.8500,1464.4800,1469.1500,146696
2013-05-07,1469.3700,1470.6500,1441.3700,1452.0700,210295
2013-05-08,1451.4300,1476.6800,1447.6700,1473.6500,179310
2013-05-09,1472.3800,1475.8200,1453.3300,1457.1300,183774
2013-05-10,1457.3200,1462.1800,1419.7400,1447.3900,266105
2013-05-13,1445.9800,1446.7400,1425.8700,1430.8100,186957
2013-05-14,1430.6600,1445.4700,1421.2300,1425.5600,229154
2013-05-15,1425.5100,1430.8000,1388.3700,1392.8600,281001
2013-05-16,1395.6000,1398.3100,1369.6200,1386.0900,298414
